RollNumber,Name,Branch,Phone,Python_Attended,Python_Conducted,DBMS_Attended,DBMS_Conducted,OS_Attended,OS_Conducted,CN_Attended,CN_Conducted,DAA_Attended,DAA_Conducted,Java_Attended,Java_Conducted,Software Engineering_Attended,Software Engineering_Conducted,Compiler Design_Attended,Compiler Design_Conducted,Computer Graphics_Attended,Computer Graphics_Conducted,AI_Attended,AI_Conducted,Machine Learning_Attended,Machine Learning_Conducted,Deep Learning_Attended,Deep Learning_Conducted,Statistics_Attended,Statistics_Conducted,NLP_Attended,NLP_Conducted,Computer Vision_Attended,Computer Vision_Conducted,Data Mining_Attended,Data Mining_Conducted,Cloud Computing_Attended,Cloud Computing_Conducted,Data Science_Attended,Data Science_Conducted,Big Data_Attended,Big Data_Conducted,ML_Attended,ML_Conducted,Data Visualization_Attended,Data Visualization_Conducted,R Programming_Attended,R Programming_Conducted,Signals_Attended,Signals_Conducted,Digital Electronics_Attended,Digital Electronics_Conducted,VLSI_Attended,VLSI_Conducted,Communication Systems_Attended,Communication Systems_Conducted,Networks_Attended,Networks_Conducted,Embedded Systems_Attended,Embedded Systems_Conducted,Microprocessors_Attended,Microprocessors_Conducted,DSP_Attended,DSP_Conducted,IoT_Attended,IoT_Conducted,Control Systems_Attended,Control Systems_Conducted,Power Systems_Attended,Power Systems_Conducted,Machines_Attended,Machines_Conducted,Circuits_Attended,Circuits_Conducted,Measurements_Attended,Measurements_Conducted,Power Electronics_Attended,Power Electronics_Conducted,Electrical Drives_Attended,Electrical Drives_Conducted,Renewable Energy_Attended,Renewable Energy_Conducted,Protection_Attended,Protection_Conducted,HV Engineering_Attended,HV Engineering_Conducted,Web Technology_Attended,Web Technology_Conducted,Cyber Security_Attended,Cyber Security_Conducted,Mobile Computing_Attended,Mobile Computing_Conducted,Data Analytics_Attended,Data Analytics_Conducted,Thermodynamics_Attended,Thermodynamics_Conducted,Mechanics_Attended,Mechanics_Conducted,Manufacturing_Attended,Manufacturing_Conducted,CAD_Attended,CAD_Conducted,Heat Transfer_Attended,Heat Transfer_Conducted,Fluid Mechanics_Attended,Fluid Mechanics_Conducted,Machine Design_Attended,Machine Design_Conducted,Automation_Attended,Automation_Conducted,Industrial Engineering_Attended,Industrial Engineering_Conducted,Robotics_Attended,Robotics_Conducted,Surveying_Attended,Surveying_Conducted,Structures_Attended,Structures_Conducted,Geotechnical_Attended,Geotechnical_Conducted,Transportation_Attended,Transportation_Conducted,Concrete Tech_Attended,Concrete Tech_Conducted,Hydraulics_Attended,Hydraulics_Conducted,Environmental Engineering_Attended,Environmental Engineering_Conducted,Construction Management_Attended,Construction Management_Conducted,Steel Structures_Attended,Steel Structures_Conducted,Estimation_Attended,Estimation_Conducted,Ethical Hacking_Attended,Ethical Hacking_Conducted,Cryptography_Attended,Cryptography_Conducted,Digital Forensics_Attended,Digital Forensics_Conducted,Cloud Security_Attended,Cloud Security_Conducted,Web Security_Attended,Web Security_Conducted,Malware Analysis_Attended,Malware Analysis_Conducted,SOC Operations_Attended,SOC Operations_Conducted,Data Engineering_Attended,Data Engineering_Conducted,Visualization_Attended,Visualization_Conducted,Predictive Analytics_Attended,Predictive Analytics_Conducted
"23AIDS113","Student_113","AIDS","",122,150,135,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,150,0,0,0,0,72,150,0,0,0,0,0,0,78,150,105,150,89,150,102,150,122,150,148,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23ECE114","Student_114","ECE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,150,78,150,138,150,88,150,104,150,117,150,150,150,78,150,74,150,111,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23EEE115","Student_115","EEE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,150,99,150,142,150,130,150,140,150,78,150,129,150,74,150,148,150,95,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23IT116","Student_116","IT","",136,150,98,150,0,0,112,150,0,0,129,150,148,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,150,86,150,127,150,128,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23MECH117","Student_117","MECH","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,150,135,150,146,150,120,150,138,150,126,150,74,150,105,150,119,150,93,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23CIVIL118","Student_118","CIVIL","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,150,108,150,122,150,96,150,70,150,93,150,144,150,117,150,99,150,97,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23CYBER119","Student_119","CYBER","",74,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,150,149,150,122,150,138,150,140,150,78,150,130,150,0,0,0,0,0,0
"23DS120","Student_120","DS","",115,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,150,0,0,70,150,78,150,0,0,0,0,110,150,0,0,0,0,149,150,120,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,150,87,150,119,150
"23CSE121","Student_121","CSE","",107,150,93,150,145,150,105,150,90,150,143,150,99,150,111,150,131,150,104,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23AIML122","Student_122","AIML","",115,150,114,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,150,105,150,147,150,81,150,126,150,86,150,121,150,91,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23AIDS123","Student_123","AIDS","",143,150,122,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,150,0,0,0,0,104,150,0,0,0,0,0,0,138,150,73,150,116,150,96,150,142,150,81,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23ECE124","Student_124","ECE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,150,73,150,75,150,120,150,90,150,141,150,136,150,75,150,108,150,134,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23EEE125","Student_125","EEE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,150,79,150,138,150,131,150,129,150,124,150,121,150,111,150,135,150,120,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23IT126","Student_126","IT","",119,150,133,150,0,0,150,150,0,0,72,150,119,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,150,84,150,99,150,103,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23MECH127","Student_127","MECH","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,150,93,150,108,150,70,150,80,150,99,150,101,150,75,150,134,150,118,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23CIVIL128","Student_128","CIVIL","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,150,147,150,96,150,149,150,104,150,88,150,94,150,122,150,96,150,138,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23CYBER129","Student_129","CYBER","",93,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,150,121,150,76,150,124,150,82,150,78,150,84,150,0,0,0,0,0,0
"23DS130","Student_130","DS","",72,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,150,0,0,83,150,124,150,0,0,0,0,77,150,0,0,0,0,141,150,127,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,150,127,150,119,150
"23CSE131","Student_131","CSE","",142,150,106,150,107,150,104,150,135,150,100,150,77,150,103,150,102,150,96,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23AIML132","Student_132","AIML","",73,150,135,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,150,123,150,130,150,91,150,136,150,101,150,82,150,107,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23AIDS133","Student_133","AIDS","",111,150,83,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,150,0,0,0,0,125,150,0,0,0,0,0,0,97,150,149,150,146,150,113,150,95,150,89,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23ECE134","Student_134","ECE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,150,110,150,136,150,127,150,125,150,92,150,101,150,86,150,101,150,112,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23EEE135","Student_135","EEE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,150,125,150,110,150,140,150,137,150,101,150,131,150,126,150,91,150,102,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23IT136","Student_136","IT","",125,150,89,150,0,0,88,150,0,0,126,150,100,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,150,127,150,141,150,114,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23MECH137","Student_137","MECH","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,150,131,150,78,150,78,150,114,150,75,150,120,150,80,150,139,150,136,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23CIVIL138","Student_138","CIVIL","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,150,72,150,129,150,106,150,131,150,150,150,122,150,142,150,96,150,108,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23CYBER139","Student_139","CYBER","",79,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,150,146,150,133,150,145,150,99,150,107,150,127,150,0,0,0,0,0,0
"23DS140","Student_140","DS","",97,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,150,0,0,72,150,141,150,0,0,0,0,99,150,0,0,0,0,137,150,146,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,150,140,150,136,150
"23CSE141","Student_141","CSE","",129,150,113,150,99,150,103,150,75,150,122,150,92,150,144,150,90,150,120,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23AIML142","Student_142","AIML","",76,150,117,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,150,139,150,106,150,128,150,94,150,83,150,72,150,100,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23AIDS143","Student_143","AIDS","",108,150,113,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,150,0,0,0,0,107,150,0,0,0,0,0,0,72,150,97,150,150,150,103,150,110,150,148,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23ECE144","Student_144","ECE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,150,88,150,88,150,128,150,115,150,96,150,72,150,75,150,107,150,149,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23EEE145","Student_145","EEE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,150,123,150,131,150,110,150,147,150,100,150,142,150,121,150,142,150,148,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23IT146","Student_146","IT","",146,150,145,150,0,0,101,150,0,0,110,150,116,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,150,115,150,93,150,94,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23MECH147","Student_147","MECH","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,150,106,150,127,150,122,150,135,150,149,150,102,150,141,150,139,150,116,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23CIVIL148","Student_148","CIVIL","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,150,91,150,112,150,130,150,105,150,143,150,116,150,99,150,75,150,89,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23CYBER149","Student_149","CYBER","",94,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,150,87,150,76,150,115,150,92,150,75,150,79,150,0,0,0,0,0,0
"23DS150","Student_150","DS","",111,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,150,0,0,117,150,111,150,0,0,0,0,76,150,0,0,0,0,97,150,144,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,150,148,150,139,150
